User_ID,Age,Gender,Total_App_Usage_Hours,Daily_Screen_Time_Hours,Number_of_Apps_Used,Social_Media_Usage_Hours,Productivity_App_Usage_Hours,Gaming_App_Usage_Hours,Location,Overlap Indicator,range_age,Social Ratio,Gaming Ratio,Productivity Ratio,User Type
221,37,Male,8.07,5.71,13,1.48,1.58,0.63,New York,1,36-45,0.183395291,0.078066914,0.195786865,Productivity User
222,49,Male,9.35,10.43,18,3.32,0.53,0.89,Los Angeles,0,46+,0.355080214,0.095187166,0.056684492,Social User
223,24,Female,6.5,12.63,23,4.83,1.83,2.47,Houston,0,18-25,0.743076923,0.38,0.281538462,Social User
224,58,Male,6.97,6.93,5,0.25,0.5,0.41,Phoenix,1,46+,0.035868006,0.058823529,0.071736011,Productivity User
225,50,Female,11.47,6.76,24,4.45,3.83,0.98,Chicago,1,46+,0.387968614,0.085440279,0.33391456,Social User
226,57,Female,10.32,8.83,8,2.88,4.83,4.72,Los Angeles,1,46+,0.279069767,0.457364341,0.468023256,Productivity User
227,56,Male,11.06,8.69,16,2.82,4.85,4.88,Los Angeles,1,46+,0.254972875,0.441229656,0.438517179,Gamer
228,35,Female,9.95,11.49,26,2.5,4.33,1.88,Chicago,0,26-35,0.251256281,0.188944724,0.435175879,Productivity User
229,57,Female,2.2,7.19,20,0.35,3,4.62,Los Angeles,0,46+,0.159090909,2.1,1.363636364,Gamer
230,18,Female,2.64,13.95,19,0.45,3.5,2.72,Chicago,0,18-25,0.170454545,1.03030303,1.325757576,Productivity User
231,28,Female,6.79,1.77,6,3,1.43,1.35,New York,1,26-35,0.441826215,0.198821797,0.210603829,Social User
232,45,Female,3.71,1.04,25,1.7,3.15,3.51,Houston,1,36-45,0.458221024,0.946091644,0.849056604,Gamer
233,42,Female,6.24,9.32,17,4.59,2.28,3.29,Houston,0,36-45,0.735576923,0.52724359,0.365384615,Social User
234,40,Male,5.34,4.88,13,2.03,2.41,4.95,Phoenix,1,36-45,0.380149813,0.926966292,0.451310861,Gamer
235,48,Female,7.04,4.12,28,0.72,3.79,1.33,Los Angeles,1,46+,0.102272727,0.188920455,0.538352273,Productivity User
236,47,Female,9.22,5.05,5,3.57,1.41,3.36,Phoenix,1,46+,0.387201735,0.364425163,0.152928416,Social User
237,59,Female,8.87,4.33,5,1.47,1.59,0.26,New York,1,46+,0.16572717,0.029312289,0.179255919,Productivity User
238,52,Male,6.73,1.4,18,2.63,4.62,0.57,Houston,1,46+,0.390787519,0.084695394,0.686478455,Productivity User
239,24,Female,10.05,13.63,7,3.49,0.28,0.02,New York,0,18-25,0.347263682,0.00199005,0.027860697,Social User
240,33,Male,5.74,3.87,23,4.5,2.43,5,New York,1,26-35,0.783972125,0.871080139,0.423344948,Gamer
241,43,Female,10.86,10.54,12,3.96,4.56,4.01,Los Angeles,1,36-45,0.364640884,0.369244936,0.419889503,Productivity User
242,19,Male,1.78,10.91,21,3.38,3.05,3.93,New York,0,18-25,1.898876404,2.207865169,1.713483146,Gamer
243,18,Male,11.5,13.08,27,3.4,2.73,2.55,Houston,0,18-25,0.295652174,0.22173913,0.237391304,Social User
244,29,Female,8.2,1.4,6,4.73,1.25,1.5,Phoenix,1,26-35,0.576829268,0.182926829,0.152439024,Social User
245,22,Female,5.18,12.34,21,1.48,1.72,0.76,Houston,0,18-25,0.285714286,0.146718147,0.332046332,Productivity User
246,54,Male,3.17,7.85,13,0.01,4.26,1.42,Los Angeles,0,46+,0.003154574,0.447949527,1.34384858,Productivity User
247,49,Female,6.27,9.22,4,1.36,2.8,1.88,Houston,0,46+,0.216905901,0.29984051,0.446570973,Productivity User
248,26,Male,3.14,9.38,12,1.09,2.57,3.78,Chicago,0,26-35,0.347133758,1.203821656,0.818471338,Gamer
249,58,Male,2.83,11.66,13,3.31,0.5,2.7,Phoenix,0,46+,1.169611307,0.954063604,0.176678445,Social User
250,52,Male,7.79,5.33,27,3.17,0.08,0.39,Chicago,1,46+,0.406931964,0.050064185,0.010269576,Social User
251,36,Male,6.75,10.53,22,2.97,4.82,0.09,Chicago,0,36-45,0.44,0.013333333,0.714074074,Productivity User
252,33,Male,8.37,7.87,18,0.08,1.88,0.51,Los Angeles,1,26-35,0.009557945,0.0609319,0.224611708,Productivity User
253,20,Female,11.23,11.31,21,3.64,3.02,2.05,New York,0,18-25,0.32413179,0.18254675,0.268922529,Social User
254,37,Male,6.85,13.88,25,1.62,0.4,4.67,Chicago,0,36-45,0.23649635,0.681751825,0.058394161,Gamer
255,41,Male,7.39,3.61,26,3.33,3.42,3.19,Houston,1,36-45,0.450608931,0.431664411,0.462787551,Productivity User
256,50,Female,1.99,13.93,13,2.78,4.66,4.01,New York,0,46+,1.396984925,2.015075377,2.341708543,Productivity User
257,41,Male,8.89,2.17,16,1.71,2.88,2.33,Houston,1,36-45,0.192350956,0.262092238,0.323959505,Productivity User
258,28,Female,5.4,1.03,4,0.67,0.63,1.81,Houston,1,26-35,0.124074074,0.335185185,0.116666667,Gamer
259,25,Female,11.74,1.57,25,0.47,2.91,0.54,New York,1,18-25,0.040034072,0.045996593,0.247870528,Productivity User
260,53,Female,10.05,5.44,7,4.16,3.83,4.38,New York,1,46+,0.413930348,0.435820896,0.381094527,Gamer
261,55,Male,6.75,9.23,29,4.59,2.03,3.92,Houston,0,46+,0.68,0.580740741,0.300740741,Social User
262,57,Male,2.36,1.9,7,3.25,4.4,0.84,Los Angeles,1,46+,1.377118644,0.355932203,1.86440678,Productivity User
263,37,Male,10.45,1.07,21,0.52,3.24,2.56,Phoenix,1,36-45,0.049760766,0.244976077,0.310047847,Productivity User
264,52,Female,9.8,13.18,23,2.01,4.5,2.44,Phoenix,0,46+,0.205102041,0.248979592,0.459183673,Productivity User
265,42,Male,3.03,11.69,14,3.64,3.12,3.13,Los Angeles,0,36-45,1.201320132,1.0330033,1.02970297,Social User
266,52,Female,4.25,11.52,20,3.9,0.66,4.73,New York,0,46+,0.917647059,1.112941176,0.155294118,Gamer
267,42,Male,9.73,12.5,6,0.59,1.55,2.9,Houston,0,36-45,0.060637205,0.298047276,0.159301131,Gamer
268,46,Female,3.04,10.1,24,0,1.01,2.7,Phoenix,0,46+,0,0.888157895,0.332236842,Gamer
269,35,Male,11.1,2.36,19,3.56,4.54,0.25,Houston,1,26-35,0.320720721,0.022522523,0.409009009,Productivity User
270,35,Male,5.67,6.19,12,1.78,3.8,0.31,Los Angeles,0,26-35,0.313932981,0.054673721,0.670194004,Productivity User
271,19,Male,1.96,10.4,22,1.27,3.38,0.94,Houston,0,18-25,0.647959184,0.479591837,1.724489796,Productivity User
272,52,Female,9.97,4.64,8,0.06,1.5,0.16,Los Angeles,1,46+,0.006018054,0.016048144,0.150451354,Productivity User
273,33,Female,5.11,9.94,27,2.7,0.92,3.72,New York,0,26-35,0.528375734,0.727984344,0.180039139,Gamer
274,58,Male,6.79,1.32,16,4.26,3.78,3.62,Los Angeles,1,46+,0.627393225,0.533136966,0.556701031,Social User
275,53,Male,2.24,4.98,13,4.79,2.37,0.68,Los Angeles,0,46+,2.138392857,0.303571429,1.058035714,Social User
276,50,Female,1.03,8.14,13,2.83,1.13,4.18,Phoenix,0,46+,2.747572816,4.058252427,1.097087379,Gamer
277,21,Female,8.02,9.22,20,2.57,3.08,0.77,Houston,0,18-25,0.320448878,0.096009975,0.3840399,Productivity User
278,50,Female,6.67,8.5,29,0.43,0.2,1.51,Phoenix,0,46+,0.064467766,0.226386807,0.029985007,Gamer
279,31,Male,7.53,10.07,25,2.74,1.63,1.24,Chicago,0,26-35,0.363877822,0.164674635,0.216467463,Social User
280,38,Female,9.73,1.08,24,1.9,2.34,1.86,Los Angeles,1,36-45,0.195272354,0.191161357,0.24049332,Productivity User
281,37,Male,8.11,2.31,20,3.04,0.74,1.27,Chicago,1,36-45,0.374845869,0.156596794,0.091245376,Social User
282,25,Female,2.92,12.3,26,1.94,4.92,2.44,Phoenix,0,18-25,0.664383562,0.835616438,1.684931507,Productivity User
283,24,Male,4.97,9.86,25,1.2,1.05,2.04,Houston,0,18-25,0.241448692,0.410462777,0.211267606,Gamer
284,20,Female,10.96,2.47,13,0.47,0.65,4.93,Phoenix,1,18-25,0.042883212,0.449817518,0.059306569,Gamer
285,34,Female,9.47,11.95,23,1.57,1.02,0.28,Houston,0,26-35,0.165786695,0.029567054,0.107708553,Social User
286,50,Female,7.12,4.15,14,0.48,3.85,0.71,Houston,1,46+,0.06741573,0.099719101,0.540730337,Productivity User
287,29,Female,3.81,7.22,7,0.88,2.13,0.26,New York,0,26-35,0.230971129,0.06824147,0.559055118,Productivity User
288,39,Female,4.32,2.89,25,4.94,2.83,3.13,Los Angeles,1,36-45,1.143518519,0.724537037,0.655092593,Social User
289,39,Male,9.05,10.23,11,2.22,0.11,0.27,Phoenix,0,36-45,0.245303867,0.029834254,0.012154696,Social User
290,47,Female,10.36,9.67,29,2.66,0.17,4.18,Houston,1,46+,0.256756757,0.403474903,0.016409266,Gamer
291,55,Female,8.39,3.74,27,4.37,2.23,2.56,Phoenix,1,46+,0.520858164,0.305125149,0.26579261,Social User
292,55,Female,9.9,12.22,11,4.98,4.08,2.64,Phoenix,0,46+,0.503030303,0.266666667,0.412121212,Social User
293,25,Male,9.43,6.22,24,2.91,4.43,2.81,Houston,1,18-25,0.308589608,0.297985154,0.469777306,Productivity User
294,44,Female,2.65,4.8,12,4.06,0.43,0.85,Chicago,0,36-45,1.532075472,0.320754717,0.162264151,Social User
295,44,Male,5.66,2.98,24,1.63,2.69,0.99,Los Angeles,1,36-45,0.287985866,0.174911661,0.475265018,Productivity User
296,51,Female,2.68,4.46,21,1.53,4.57,1.59,Los Angeles,0,46+,0.570895522,0.593283582,1.705223881,Productivity User
297,38,Female,3.59,1.29,3,2.01,1.94,2.97,New York,1,36-45,0.559888579,0.82729805,0.540389972,Gamer
298,47,Male,10.56,8.58,9,3.36,4.15,1.05,New York,1,46+,0.318181818,0.099431818,0.392992424,Productivity User
299,50,Female,6.2,11.95,6,3.41,0.67,0.58,New York,0,46+,0.55,0.093548387,0.108064516,Social User
300,45,Male,6.89,8.14,3,1.58,4.68,4.85,Los Angeles,0,36-45,0.229317852,0.703918723,0.679245283,Gamer
301,50,Male,2.96,3.85,17,0.67,3.76,0.11,Chicago,0,46+,0.226351351,0.037162162,1.27027027,Productivity User
302,22,Female,4.43,1.44,10,3.16,4.71,4.01,Los Angeles,1,18-25,0.713318284,0.905191874,1.063205418,Productivity User
303,36,Male,3.53,3.79,14,0.64,3.38,3.94,Los Angeles,0,36-45,0.181303116,1.116147309,0.957507082,Gamer
304,21,Female,3.27,6.41,24,2.89,1.82,1.49,Los Angeles,0,18-25,0.883792049,0.455657492,0.556574924,Social User
305,52,Female,8.02,10.87,24,3.47,4.69,0.68,Los Angeles,0,46+,0.432668329,0.08478803,0.58478803,Productivity User
306,34,Male,3.83,3.44,20,3.5,1.38,0.73,Chicago,1,26-35,0.91383812,0.190600522,0.360313316,Social User
307,45,Male,7.95,10.36,17,3.77,1.66,3.49,New York,0,36-45,0.474213836,0.438993711,0.208805031,Social User
308,47,Male,1.64,12.27,19,4.36,3.5,3.21,Phoenix,0,46+,2.658536585,1.957317073,2.134146341,Social User
309,46,Male,2.56,6.9,16,2.5,3.83,3.91,New York,0,46+,0.9765625,1.52734375,1.49609375,Gamer
310,23,Female,4.02,11.68,16,3.65,4.65,4.69,New York,0,18-25,0.907960199,1.166666667,1.156716418,Gamer
311,52,Female,7.57,8.21,20,3.1,1.02,3.46,Phoenix,0,46+,0.409511229,0.457067371,0.134742404,Gamer
312,58,Male,8.43,9.28,22,0.93,3.99,0.78,Los Angeles,0,46+,0.110320285,0.09252669,0.473309609,Productivity User
313,54,Female,5.87,7.84,20,0.13,3.69,1.22,Chicago,0,46+,0.022146508,0.207836457,0.628620102,Productivity User
314,41,Female,5.9,7.02,18,1.42,0.32,4.21,Chicago,0,36-45,0.240677966,0.713559322,0.054237288,Gamer
315,46,Female,8.97,4.05,3,2.22,1.94,1.05,New York,1,46+,0.247491639,0.117056856,0.216276477,Social User
316,48,Female,1.17,4.94,25,3.09,1.41,0.36,Phoenix,0,46+,2.641025641,0.307692308,1.205128205,Social User
317,52,Male,4.75,4.77,29,4.25,1.52,3.52,Houston,0,46+,0.894736842,0.741052632,0.32,Social User
318,50,Male,10.01,8.32,13,0.98,4.91,2.01,Los Angeles,1,46+,0.097902098,0.200799201,0.490509491,Productivity User
319,38,Female,7.64,2.56,17,0.63,3.21,4.6,New York,1,36-45,0.082460733,0.602094241,0.420157068,Gamer
320,49,Male,4.71,12.92,14,4.82,3.59,3.25,Chicago,0,46+,1.023354565,0.690021231,0.762208068,Social User
321,40,Male,10.96,10.37,10,0.54,4.88,0.45,Phoenix,1,36-45,0.049270073,0.041058394,0.445255474,Productivity User
322,50,Male,9.5,6.22,24,2.39,1.89,4.74,Phoenix,1,46+,0.251578947,0.498947368,0.198947368,Gamer
323,20,Female,3.91,3.06,22,2.93,4.01,1.29,New York,1,18-25,0.749360614,0.329923274,1.025575448,Productivity User
324,35,Female,8.1,12.47,8,2.71,2.17,1.69,Houston,0,26-35,0.334567901,0.208641975,0.267901235,Social User
325,42,Female,7.55,11.71,5,0.43,4.35,2.01,Chicago,0,36-45,0.056953642,0.266225166,0.57615894,Productivity User
326,59,Male,5.41,10.38,26,0.29,0.9,0.26,New York,0,46+,0.053604436,0.04805915,0.166358595,Productivity User
327,48,Female,5.04,4.53,28,0.53,4.74,2.48,Houston,1,46+,0.10515873,0.492063492,0.94047619,Productivity User
328,20,Female,4.78,6.23,15,2.93,1.09,0.62,Phoenix,0,18-25,0.612970711,0.129707113,0.228033473,Social User
329,57,Male,7.79,2.34,15,2.72,1.63,2,Los Angeles,1,46+,0.349165597,0.256739409,0.209242619,Social User
330,41,Female,5.87,3.46,4,1.17,3.78,1.75,Chicago,1,36-45,0.199318569,0.298126065,0.6439523,Productivity User
331,49,Female,10.15,11.18,7,3.19,1.97,3.86,Chicago,0,46+,0.314285714,0.380295567,0.19408867,Gamer
332,39,Male,8.37,10.3,19,4.1,3.04,4.02,Houston,0,36-45,0.489844683,0.480286738,0.363201912,Social User
333,40,Male,1.77,8.72,8,0.21,2.22,0.77,New York,0,36-45,0.118644068,0.435028249,1.254237288,Productivity User
334,19,Male,8.04,12.64,4,2.49,3.71,1.83,Phoenix,0,18-25,0.309701493,0.22761194,0.461442786,Productivity User
335,44,Female,3.98,8.58,6,3.45,1.14,1.87,Houston,0,36-45,0.866834171,0.469849246,0.286432161,Social User
336,59,Female,7.52,7.07,24,1.26,0.29,0.76,Los Angeles,1,46+,0.167553191,0.10106383,0.03856383,Social User
337,19,Female,8.48,5.42,28,1.54,1.5,3.99,Los Angeles,1,18-25,0.181603774,0.470518868,0.176886792,Gamer
338,43,Male,3.54,13.23,13,3.07,2.37,3.54,Los Angeles,0,36-45,0.867231638,1,0.669491525,Gamer
339,34,Male,6.03,2.08,10,4.49,0.84,0.95,Houston,1,26-35,0.744610282,0.157545605,0.139303483,Social User
340,57,Female,3.09,13.1,14,4.05,1.77,1.83,Phoenix,0,46+,1.310679612,0.59223301,0.572815534,Social User
341,50,Female,1.58,11.75,10,2.92,2,0.53,Chicago,0,46+,1.848101266,0.335443038,1.265822785,Social User
342,26,Male,5.16,2.69,13,3.65,0.29,3.14,New York,1,26-35,0.707364341,0.608527132,0.05620155,Social User
343,56,Male,4.99,8.34,24,1.82,2.92,0.61,Chicago,0,46+,0.364729459,0.122244489,0.585170341,Productivity User
344,46,Male,11.95,12.27,22,3.2,4.42,4.93,Phoenix,0,46+,0.267782427,0.412552301,0.369874477,Gamer
345,59,Male,5.91,8.43,10,2.33,0.76,3.9,Chicago,0,46+,0.394247039,0.659898477,0.128595601,Gamer
346,43,Female,4.67,12.79,10,0.95,2.99,1.95,Houston,0,36-45,0.203426124,0.417558887,0.640256959,Productivity User
347,52,Male,7.39,13.26,28,3.51,3.32,2.89,Los Angeles,0,46+,0.474966171,0.391069012,0.449255751,Social User
348,42,Female,1.98,6.49,19,2.78,2.1,4.56,Phoenix,0,36-45,1.404040404,2.303030303,1.060606061,Gamer
349,41,Female,11.58,5.91,22,1.79,3.51,2.77,Phoenix,1,36-45,0.154576857,0.239205527,0.303108808,Productivity User
350,30,Female,7.98,13.17,22,4.56,2.05,0.87,Chicago,0,26-35,0.571428571,0.109022556,0.256892231,Social User
351,24,Male,9.3,9.78,25,0.1,2.52,1.89,Houston,0,18-25,0.010752688,0.203225806,0.270967742,Productivity User
352,53,Male,2.88,2.51,18,1.58,0.04,4.22,Chicago,1,46+,0.548611111,1.465277778,0.013888889,Gamer
353,37,Male,5.5,1.55,16,0.28,3.46,3.22,Chicago,1,36-45,0.050909091,0.585454545,0.629090909,Productivity User
354,18,Male,5.65,8.34,13,3.83,3.31,3.25,Phoenix,0,18-25,0.677876106,0.575221239,0.585840708,Social User
355,25,Female,10.04,13.09,9,3.51,0.19,4.33,Chicago,0,18-25,0.349601594,0.4312749,0.018924303,Gamer
356,33,Male,1.01,11.98,18,1.66,1.84,4.47,Los Angeles,0,26-35,1.643564356,4.425742574,1.821782178,Gamer
357,31,Male,4.31,9.79,15,3.38,4.9,4.6,Chicago,0,26-35,0.784222738,1.067285383,1.136890951,Productivity User
358,29,Female,11.79,2.81,29,1.98,2.1,0.47,Los Angeles,1,26-35,0.167938931,0.039864292,0.178117048,Productivity User
359,40,Male,6.22,4.31,17,3.78,2.51,2.72,Phoenix,1,36-45,0.607717042,0.437299035,0.403536977,Social User
360,32,Female,5.21,12.38,26,2.27,4.55,3.7,Houston,0,26-35,0.435700576,0.710172745,0.873320537,Productivity User
361,45,Female,2.32,3.38,18,2.06,3.59,3.78,Los Angeles,0,36-45,0.887931034,1.629310345,1.547413793,Gamer
362,51,Female,11.72,4.62,29,4.67,2.91,3.03,Houston,1,46+,0.398464164,0.258532423,0.248293515,Social User
363,19,Female,1.22,2.68,23,1.25,3.99,0.83,Houston,0,18-25,1.024590164,0.680327869,3.270491803,Productivity User
364,49,Female,9.11,9.79,25,0.6,4.32,3.99,Los Angeles,0,46+,0.06586169,0.437980241,0.474204171,Productivity User
365,40,Female,9.45,13.27,26,2.92,2.28,3.6,Phoenix,0,36-45,0.308994709,0.380952381,0.241269841,Gamer
366,39,Female,3.68,4.5,11,4.85,2.38,0.43,New York,0,36-45,1.317934783,0.116847826,0.64673913,Social User
367,42,Female,8.39,7.18,5,1.89,1.93,2.32,Houston,1,36-45,0.225268176,0.276519666,0.230035757,Gamer
368,39,Male,2.02,9.25,21,0.31,4.83,0.87,Houston,0,36-45,0.153465347,0.430693069,2.391089109,Productivity User
369,39,Male,3.83,13.99,22,1.7,3.49,1.69,Phoenix,0,36-45,0.44386423,0.441253264,0.911227154,Productivity User
370,59,Male,9.67,2.36,7,2.53,0.42,0.09,Phoenix,1,46+,0.261633919,0.009307135,0.043433299,Social User
371,23,Male,10.51,7.48,12,0.81,4.31,2,Chicago,1,18-25,0.077069458,0.190294957,0.410085633,Productivity User
372,32,Female,7.69,6.01,19,3.29,2.4,2.75,Phoenix,1,26-35,0.427828349,0.357607282,0.312093628,Social User
373,54,Male,6.58,12.26,17,4.99,0.34,3.1,Houston,0,46+,0.758358663,0.47112462,0.051671733,Social User
374,50,Female,2.75,7.19,25,2.26,2.75,3.32,Los Angeles,0,46+,0.821818182,1.207272727,1,Gamer
375,25,Male,1.69,2.44,27,1.77,2.09,4.18,New York,0,18-25,1.047337278,2.473372781,1.236686391,Gamer
376,22,Male,2.29,9.25,10,2,4.39,1.08,Chicago,0,18-25,0.873362445,0.471615721,1.917030568,Productivity User
377,56,Male,3.5,11.02,17,0.58,1.02,0.6,Los Angeles,0,46+,0.165714286,0.171428571,0.291428571,Productivity User
378,21,Female,4.76,1.04,23,4.42,4.13,4.26,New York,1,18-25,0.928571429,0.894957983,0.867647059,Social User
379,23,Male,5.19,12.17,16,2.07,2.79,0.78,New York,0,18-25,0.398843931,0.150289017,0.537572254,Productivity User
380,49,Female,4.81,3.42,22,1.94,0.27,4.87,New York,1,46+,0.403326403,1.012474012,0.056133056,Gamer
381,47,Female,3.63,8.18,9,3.3,4.86,4.21,Los Angeles,0,46+,0.909090909,1.159779614,1.338842975,Productivity User
382,52,Male,6.61,6.41,23,2.21,2.56,2.5,Chicago,1,46+,0.334341906,0.378214826,0.387291982,Productivity User
383,57,Male,10.08,10.36,25,3.24,1.45,4.91,Chicago,0,46+,0.321428571,0.487103175,0.143849206,Gamer
384,33,Male,4.08,5.83,14,0.31,2.35,0.49,New York,0,26-35,0.075980392,0.120098039,0.575980392,Productivity User
385,30,Female,11.37,12.31,19,4.07,4.29,1.52,Los Angeles,0,26-35,0.357959543,0.133685136,0.377308707,Productivity User
386,59,Male,10.61,10.5,19,4.7,1.52,3.19,New York,1,46+,0.442978322,0.300659755,0.143261074,Social User
387,47,Female,2.78,9.42,12,3.24,0.96,1.75,Phoenix,0,46+,1.165467626,0.629496403,0.345323741,Social User
388,36,Female,9.65,11.35,21,4.77,0.65,4.64,Chicago,0,36-45,0.494300518,0.480829016,0.067357513,Social User
389,34,Male,7.32,10.8,16,0.76,1.49,0.33,Houston,0,26-35,0.103825137,0.045081967,0.203551913,Productivity User
390,36,Male,7.23,1.47,13,2.39,3.9,2.75,New York,1,36-45,0.330567082,0.380359613,0.539419087,Productivity User
391,45,Female,5.3,6.13,4,3.01,2.36,2.95,Phoenix,0,36-45,0.567924528,0.556603774,0.445283019,Social User
392,43,Female,6.51,13.1,20,2.91,1.14,3.26,Chicago,0,36-45,0.447004608,0.500768049,0.175115207,Gamer
393,54,Female,5.37,2.63,9,2.01,0.83,1.28,Los Angeles,1,46+,0.374301676,0.238361266,0.154562384,Social User
394,43,Male,6.94,10.58,14,1.69,1.66,1.82,Chicago,0,36-45,0.24351585,0.262247839,0.239193084,Gamer
395,40,Female,7.91,13.67,28,0.63,4.7,4.22,Los Angeles,0,36-45,0.079646018,0.533501896,0.594184576,Productivity User
396,26,Male,8.42,1.68,4,1.96,1.72,0.97,Los Angeles,1,26-35,0.232779097,0.1152019,0.204275534,Social User
397,29,Female,6.86,9.87,29,0.81,4.94,4.13,New York,0,26-35,0.118075802,0.602040816,0.720116618,Productivity User
398,18,Female,8.94,7.09,22,3.67,2.43,2.81,New York,1,18-25,0.410514541,0.314317673,0.271812081,Social User
399,18,Male,2.55,8.53,20,1.04,0.9,3.81,Chicago,0,18-25,0.407843137,1.494117647,0.352941176,Gamer
400,51,Female,3.33,2.11,8,0.29,4.46,3.57,Phoenix,1,46+,0.087087087,1.072072072,1.339339339,Productivity User
401,49,Male,10.01,1.56,26,2.76,2.3,1.04,Chicago,1,46+,0.275724276,0.103896104,0.22977023,Social User
402,42,Male,4.55,9.67,12,2.98,3.55,2.84,Houston,0,36-45,0.654945055,0.624175824,0.78021978,Productivity User
403,57,Female,1.25,11.7,22,4.36,4.92,4.34,Los Angeles,0,46+,3.488,3.472,3.936,Productivity User
404,18,Male,2.69,11.17,17,2.88,0.25,2.16,Los Angeles,0,18-25,1.07063197,0.802973978,0.092936803,Social User
405,33,Male,3.46,8.07,7,1.73,0.48,4.83,New York,0,26-35,0.5,1.395953757,0.138728324,Gamer
406,56,Female,11.53,2.3,22,4.02,3.6,2.26,Phoenix,1,46+,0.348655681,0.196010408,0.312228968,Social User
407,22,Male,7.3,9.94,5,2.7,1.41,0.71,New York,0,18-25,0.369863014,0.097260274,0.193150685,Social User
408,39,Male,11.26,4.14,7,0.4,0.92,1.95,Houston,1,36-45,0.035523979,0.173179396,0.081705151,Gamer
409,46,Male,7.33,12.84,27,2.83,0.2,4.76,Chicago,0,46+,0.386084584,0.649386085,0.02728513,Gamer
410,20,Female,6.27,11.9,10,4.54,0.11,1.6,Chicago,0,18-25,0.724082935,0.255183413,0.01754386,Social User
411,29,Male,4.45,10.22,10,1.98,3.87,4.34,Phoenix,0,26-35,0.44494382,0.975280899,0.869662921,Gamer
412,43,Female,7.67,13.33,10,1.48,0.67,4.41,New York,0,36-45,0.192959583,0.574967405,0.087353325,Gamer
413,33,Female,2.53,1.41,14,0.72,2.34,1.75,New York,1,26-35,0.28458498,0.691699605,0.924901186,Productivity User
414,54,Male,10.88,10.57,26,0.76,3.03,0.42,Houston,1,46+,0.069852941,0.038602941,0.278492647,Productivity User
415,39,Male,10.12,5.29,25,2.16,2.14,3.62,Chicago,1,36-45,0.213438735,0.35770751,0.211462451,Gamer
416,46,Male,4.49,12.78,10,2.98,0.14,1.56,New York,0,46+,0.663697105,0.347438753,0.031180401,Social User
417,31,Female,11.48,4.47,13,0.4,3.92,3.91,Phoenix,1,26-35,0.034843206,0.340592334,0.341463415,Productivity User
418,45,Male,10.08,10.42,16,4.7,0.05,2.21,Chicago,0,36-45,0.466269841,0.219246032,0.004960317,Social User
419,22,Male,8.33,12.41,10,3.78,3.81,2.43,Houston,0,18-25,0.453781513,0.291716687,0.457382953,Productivity User
420,47,Male,2.34,1.54,26,2.93,4.47,3.89,Phoenix,1,46+,1.252136752,1.662393162,1.91025641,Productivity User
421,22,Male,6.26,6.17,12,4.14,2.16,1.91,Los Angeles,1,18-25,0.661341853,0.305111821,0.345047923,Social User
422,29,Male,6.57,10.91,9,0.4,2.68,2.22,Houston,0,26-35,0.060882801,0.337899543,0.407914764,Productivity User
423,33,Female,3.56,6.91,19,2.38,2.38,1.88,Phoenix,0,26-35,0.668539326,0.528089888,0.668539326,Balanced
424,43,Female,1.88,4.47,6,3.15,1.95,1.84,New York,0,36-45,1.675531915,0.978723404,1.037234043,Social User
425,43,Male,9.54,3.86,15,4.14,4.44,2.63,Los Angeles,1,36-45,0.433962264,0.275681342,0.465408805,Productivity User
426,38,Male,2.34,2.71,6,3.92,4.47,4.04,Houston,0,36-45,1.675213675,1.726495726,1.91025641,Productivity User
427,56,Male,7.54,12.14,7,1.39,1.68,1.81,New York,0,46+,0.184350133,0.24005305,0.222811671,Gamer
428,53,Male,11.3,8.48,28,4.7,3.08,2.62,Los Angeles,1,46+,0.415929204,0.231858407,0.272566372,Social User
429,50,Female,10.64,1.99,24,0.62,4.63,3.35,Chicago,1,46+,0.058270677,0.314849624,0.435150376,Productivity User
430,47,Male,4.06,5.97,6,4.38,4.81,1.35,New York,0,46+,1.078817734,0.332512315,1.184729064,Productivity User
431,54,Female,10.37,5.78,20,4.85,2.54,1.39,Phoenix,1,46+,0.467695275,0.134040501,0.244937319,Social User
432,40,Female,1,3.36,8,0.89,2.26,4.67,Houston,0,36-45,0.89,4.67,2.26,Gamer
433,27,Male,1.19,6.66,26,3.61,1.39,3.62,Los Angeles,0,26-35,3.033613445,3.042016807,1.168067227,Gamer
434,22,Female,7.63,5.32,26,0.2,4.79,2.89,New York,1,18-25,0.02621232,0.378768021,0.627785059,Productivity User
435,53,Female,5.01,5.44,25,2.03,0.71,3.24,Chicago,0,46+,0.405189621,0.646706587,0.141716567,Gamer
436,51,Female,5.25,10.61,24,2.58,2.9,0.15,Houston,0,46+,0.491428571,0.028571429,0.552380952,Productivity User
437,48,Female,7.21,3.9,4,2.9,1.41,3.09,Houston,1,46+,0.40221914,0.428571429,0.19556172,Gamer
438,27,Male,3.11,9.34,25,4.68,1.4,2.55,New York,0,26-35,1.504823151,0.819935691,0.450160772,Social User
439,36,Male,3.33,8.42,13,3.36,2.02,2.73,Chicago,0,36-45,1.009009009,0.81981982,0.606606607,Social User
440,49,Female,6.33,8.39,16,2.41,4.99,1.8,Los Angeles,0,46+,0.380726698,0.28436019,0.788309637,Productivity User
441,18,Male,9.3,9.62,7,4.05,0.27,0.41,New York,0,18-25,0.435483871,0.044086022,0.029032258,Social User
442,22,Male,7.81,8.13,8,4.75,2.89,0.97,Los Angeles,0,18-25,0.608194622,0.124199744,0.370038412,Social User
